annee_candidature;numero_candidat;classement;nom;prenom;sexe;date_naissance;nationalite;code_postal;ville;pays;boursier;profil_candidat;numero_ine;type_etablissement;libelle_etablissement;commune_etablissement;departement_etablissement;pays_etablissement;niveau_etudes_actuel;type_formation;serie;dominante;specialite;lv1;lv2;diplome;diplome_serie;diplome_dominante;diplome_specialite;diplome_mention;diplome_mois_annee_obtention_bac
2016-2017;582202;NC;BEGUIN;Léandre;M;1996-04-23;Hors UE;56000;Vannes;France;Non boursier;En Terminale;P365967627T;Lycée à classe postbac;Lycée Alain René Lesage;Vannes;56;France;Terminale;Terminale;STI2D;;Système informatique et numérique;Anglais;Turc;Bac en préparation;Sciences et Technologies de l'Industrie et du Développement Durable;;Système informatique et numérique;;
2016-2017;412109;NP;BEGUIN;Nathan;M;1998-04-16;FR;75004;Paris;France;Non boursier;En Terminale;Q512956687O;Lycée à classe postbac;Lycée Jules SIEGFRIED;Paris;75;France;Terminale;Terminale;STMG;;Systèmes d'information et de gestion;Anglais;Espagnol;Bac en préparation;Sciences et Technologies du Management et de la Gestion;;Systèmes d'information et de gestion;;
2016-2017;773546;217;BELLANGER;Kylie;F;1998-07-03;FR;56520;Guidel;France;Non boursier;En Terminale;Q573524344E;Lycée sans classe postbac;Lycée St LOUIS;Lorient;56;France;Terminale;Terminale;S;Sciences de la Vie et de la Terre;Physique-chimie;Espagnol;Anglais;Bac en préparation;Scientifique;Sciences de la Vie et de la Terre;Physique-chimie;;
2016-2017;1204771;NP;BELLEC;Modestine;M;1997-07-27;FR;92500;Rueil-Malmaison;France;Non boursier;Scolarisé dans le supérieur en France;W152424663O;Ecole;ENI de Brest;Brest;29;France;1ère année d'études supérieures;Formations d'ingénieurs;Scientifique études en école d'ingénieur avec classe préparatoire intégré;;;;;Bac français obtenu;Scientifique;Sciences de la Vie et de la Terre;Informatique et Sciences du numérique;Admis mention Assez Bien;07/2015   
2016-2017;315505;NCF;BELLOT;Hervé;M;1998-09-02;FR;56400;Bono;France;Non boursier;En Terminale;F851888232O;Lycée à classe postbac;Lycée Benjamin Franklin;Auray;56;France;Terminale;Terminale;S;Sciences de la Vie et de la Terre;Informatique et Sciences du numérique;Anglais;Espagnol;Bac en préparation;Scientifique;Sciences de la Vie et de la Terre;Informatique et Sciences du numérique;;
2016-2017;507014;68;BELOT;Justin;M;1998-06-21;FR;35230;Orgères;France;Non boursier;En Terminale;R435527512A;Lycée à classe postbac;Lycée Bréquigny;Rennes;35;France;Terminale;Terminale;STI2D;;Système informatique et numérique;Anglais;;Bac en préparation;Sciences et Technologies de l'Industrie et du Développement Durable;;Système informatique et numérique;;
2016-2017;1130714;NP;BENOIST;Eugénie;F;1997-07-11;FR;22300;Lannion;France;Boursier de l'enseignement supérieur;Scolarisé dans le supérieur en France;E959016800C;Ecole;UTC Université de Technologie de Compiègne;Compiègne;60;France;2nd année d'études supérieures;Formations d'ingénieurs;Scientifique Tronc Commun 2ème année;;;;;Bac français obtenu;Scientifique;Sciences de la Vie et de la Terre;Mathématiques;Admis mention Bien;07/2014   
2016-2017;139163;RHD;BENOIST;Lane;M;1998-03-30;FR;97400;Saint-Denis;France;Non boursier;En Terminale;B918495553U;Lycée à classe postbac;Lycée Bellepierre;Saint-Denis;974;France;Terminale;Terminale;S;Sciences de la Vie et de la Terre;Informatique et Sciences du numérique;Anglais;Espagnol;Bac en préparation;Scientifique;Sciences de la Vie et de la Terre;Informatique et Sciences du numérique;;
2016-2017;555359;NP;BERARD;Corentin;M;1998-04-04;FR;14260;Saint-Pierre-du-Fresne;France;Non boursier;En Terminale;V568188268Y;Lycée à classe postbac;Lycée Arcisse De Caumont;Bayeux;14;France;Terminale;Terminale;STI2D;;Système informatique et numérique;Anglais;Allemand;Bac en préparation;Sciences et Technologies de l'Industrie et du Développement Durable;;Système informatique et numérique;;
2016-2017;1004154;151;BERARD;Ellen;F;1997-08-15;FR;53950;Louverné;France;Boursier de l'enseignement supérieur;Scolarisé dans le supérieur en France;W380111326B;Université;Université Angers;Angers;49;France;1ère année d'études supérieures;Licences;Licence - Sciences - technologies - santé;;Informatique;;;Bac français obtenu;Scientifique;Sciences de la Vie et de la Terre;Sciences de la vie et de la terre;Admis mention Bien;07/2015   
2016-2017;529037;NC;BERARD;Kendrick;M;1996-11-27;FR;22400;Saint-Alban;France;Non boursier;En Terminale;E405296177O;Lycée à classe postbac;Lycée Chaptal;Saint-Brieuc;22;France;Terminale;Terminale;STI2D;;Système informatique et numérique;Anglais;Espagnol;Bac en préparation;Sciences et Technologies de l'Industrie et du Développement Durable;;Système informatique et numérique;;
2016-2017;581393;131;BERARD;Larry;M;1998-09-14;FR;35500;Vitré;France;Non boursier;En Terminale;J474615264H;Lycée à classe postbac;Lycée Jeanne D'Arc;Vitré;35;France;Terminale;Terminale;S;Sciences de la Vie et de la Terre;Informatique et Sciences du numérique;Anglais;Espagnol;Bac en préparation;Scientifique;Sciences de la Vie et de la Terre;Informatique et Sciences du numérique;;
2016-2017;196026;NCF;BERAUD;Gratien;M;1998-11-25;FR;35510;Cesson-Sévigné;France;Non boursier;En Terminale;J276645560K;Lycée sans classe postbac;Lycée Sevigne;Cesson-Sévigné;35;France;Terminale;Terminale;S;Sciences de la Vie et de la Terre;Mathématiques;Anglais;Espagnol;Bac en préparation;Scientifique;Sciences de la Vie et de la Terre;Mathématiques;;
2016-2017;493321;NC;BERGE;Maddison;F;1997-03-28;FR;56700;Hennebont;France;Boursier du secondaire;En Terminale;D738781381B;Lycée sans classe postbac;Lycée Notre Dame Du Voeu;Hennebont;56;France;Terminale;Terminale;S;Sciences de la Vie et de la Terre;Informatique et Sciences du numérique;Anglais;Allemand;Bac en préparation;Scientifique;Sciences de la Vie et de la Terre;Informatique et Sciences du numérique;;
2016-2017;711396;NCF;BERRY;Masterman;M;1997-08-20;FR;22950;Trégueux;France;Non boursier;En Terminale;U658522848Y;Lycée à classe postbac;Lycée Sacre Coeur;Saint-Brieuc;22;France;Terminale;Terminale;P;;Systèmes électroniques numériques;Anglais;;Bac en préparation;Professionnelle;;Systèmes électroniques numériques;;
2016-2017;688049;227;BERT;Guiscard;M;1998-06-18;FR;50480;Sainte-Marie-du-Mont;France;Non boursier;En Terminale;O083546377N;Lycée à classe postbac;Lycée Sivard De Beaulieu;Carentan;50;France;Terminale;Terminale;S;Sciences de la Vie et de la Terre;Informatique et Sciences du numérique;Anglais;Espagnol;Bac en préparation;Scientifique;Sciences de la Vie et de la Terre;Informatique et Sciences du numérique;;
2016-2017;1242981;NP;BERTHE;Laurence;M;1995-10-07;FR;35510;Cesson-Sévigné;France;Non boursier;Non scolarisé;P668551562L;Université;Université de Rennes 2;Rennes;35;France;1ère année d'études supérieures;Licences;;;;;;Bac français obtenu;Sciences et Technologies du Management et de la Gestion;;Ressources Humaines et Communication;Admis sans mention;07/2015   
2016-2017;244194;NC;BERTHELOT;Bert;M;1998-10-22;FR;35160;Montfort-sur-Meu;France;Non boursier;En Terminale;J318587481H;Lycée sans classe postbac;Lycée Rene Cassin;Montfort-sur-Meu;35;France;Terminale;Terminale;S;Sciences de la Vie et de la Terre;Informatique et Sciences du numérique;Anglais;Espagnol;Bac en préparation;Scientifique;Sciences de la Vie et de la Terre;Informatique et Sciences du numérique;;
2016-2017;288738;258;BERTHELOT;Cade;M;1998-02-03;FR;50450;Saint-Denis-le-Gast;France;Non boursier;En Terminale;T562773896O;Lycée à classe postbac;Lycée Charles-Francois Lebrun;Coutances;50;France;Terminale;Terminale;S;Sciences de la Vie et de la Terre;Informatique et Sciences du numérique;Anglais;Espagnol;Bac en préparation;Scientifique;Sciences de la Vie et de la Terre;Informatique et Sciences du numérique;;
2016-2017;160946;NC;BERTHELOT;Detta;M;1998-08-25;FR;56190;Arzal;France;Non boursier;En Terminale;J567547622W;Lycée à classe postbac;Lycée Marcelin Berthelot;Questembert;56;France;Terminale;Terminale;S;Sciences de l'ingénieur;Informatique et Sciences du numérique;Anglais;Allemand;Bac en préparation;Scientifique;Sciences de l'ingénieur;Informatique et Sciences du numérique;;
2016-2017;717104;NC;BERTHO;Arthur;M;1997-02-26;FR;30000;Nîmes;France;Boursier du secondaire;En Terminale;O575423077T;Lycée à classe postbac;Lycée Alphonse DAUDET;Nîmes;30;France;Terminale;Terminale;S;Sciences de la Vie et de la Terre;Informatique et Sciences du numérique;Anglais;Espagnol;Bac en préparation;Scientifique;Sciences de la Vie et de la Terre;Informatique et Sciences du numérique;;
2016-2017;226419;23;BERTHOU;Rolo;M;1998-08-23;FR;29900;Concarneau;France;Non boursier;En Terminale;H222157584Y;Lycée sans classe postbac;Lycée Pierre Gueguin;Concarneau;29;France;Terminale;Terminale;S;Sciences de la Vie et de la Terre;Physique-chimie;Anglais;Espagnol;Bac en préparation;Scientifique;Sciences de la Vie et de la Terre;Physique-chimie;;
2016-2017;327557;4;BERTHOU;Tyrell;M;1997-09-26;FR;45450;Fay-aux-Loges;France;Non boursier;En Terminale;B541232081G;Lycée à classe postbac;Lycée BENJAMIN FRANKLIN;Orléans;45;France;Terminale;Terminale;STI2D;;Système informatique et numérique;Anglais;;Bac en préparation;Sciences et Technologies de l'Industrie et du Développement Durable;;Système informatique et numérique;;
2016-2017;750978;NC;BERTHOU;Zack;M;1997-10-22;FR;35300;Fougères;France;Non boursier;En Terminale;F284668427A;Lycée à classe postbac;Lycée Jean Baptiste Le Taillandier;Fougères;35;France;Terminale;Terminale;ES;;Mathématiques;Anglais;Allemand;Bac en préparation;Economique et social;;Mathématiques;;
2016-2017;1200353;NCF;BESNARD;Ike;M;1996-10-12;FR;97229;trois ilets;France;Non boursier;Scolarisé dans le supérieur en France;J719545675I;Ecole;EPITA;Le Kremlin-Bicêtre;94;France;1ère année d'études supérieures;Formations d'ingénieurs;Scientifique Ingénieur informatique;;;;;Bac français obtenu;Scientifique;Sciences de la Vie et de la Terre;Informatique et Sciences du numérique;Admis sans mention;07/2014   
2016-2017;195823;NCF;BESSIERE;Brayden;M;1998-04-27;FR;35235;Thorigné-Fouillard;France;Non boursier;En Terminale;T010745188K;Lycée sans classe postbac;Lycée Sevigne;Cesson-Sévigné;35;France;Terminale;Terminale;S;Sciences de la Vie et de la Terre;Physique-chimie;Anglais;Italien;Bac en préparation;Scientifique;Sciences de la Vie et de la Terre;Physique-chimie;;
2016-2017;824424;NC;BIANCHI;Trueman;M;1998-07-15;FR;22360;Langueux;France;Non boursier;En Terminale;Y654927961S;Lycée à classe postbac;Lycée Francois Rabelais;Saint-Brieuc;22;France;Terminale;Terminale;ES;;Mathématiques;Anglais;Espagnol;Bac en préparation;Economique et social;;Mathématiques;;
2016-2017;824384;NP;BILLAUD;Buck;M;1997-10-20;FR;22940;Plaintel;France;Non boursier;En Terminale;H641928571V;Lycée à classe postbac;Lycée Francois Rabelais;Saint-Brieuc;22;France;Terminale;Terminale;S;Sciences de la Vie et de la Terre;Sciences de la vie et de la terre;Anglais;Espagnol;Bac en préparation;Scientifique;Sciences de la Vie et de la Terre;Sciences de la vie et de la terre;;
2016-2017;742624;103;BILLOT;Trenton;M;1999-04-22;FR;29490;Guipavas;France;Non boursier;En Terminale;B085742292X;Lycée à classe postbac;Lycée Estran Charles De Foucauld;Brest;29;France;Terminale;Terminale;S;Sciences de la Vie et de la Terre;Informatique et Sciences du numérique;Anglais;Espagnol;Bac en préparation;Scientifique;Sciences de la Vie et de la Terre;Informatique et Sciences du numérique;;
2016-2017;1026879;NC;BILLY;Grant;M;1996-09-07;FR;29280;Plouzané;France;Non boursier;Non scolarisé;R032441625T;Université;Université de Brest;Brest;29;France;1ère année d'études supérieures;Licences;;;;;;Bac français obtenu;Scientifique;Sciences de la Vie et de la Terre;Physique-chimie;Admis sans mention;07/2015   
2016-2017;619869;NC;BIRON;Sébastien;M;1998-09-20;FR;44120;Vertou;France;Non boursier;En Terminale;S531277871Y;Lycée à classe postbac;Lycée St Joseph La Joliverie;Saint-Sébastien-sur-Loire;44;France;Terminale;Terminale;STI2D;;Système informatique et numérique;Anglais;Espagnol;Bac en préparation;Sciences et Technologies de l'Industrie et du Développement Durable;;Système informatique et numérique;;
2016-2017;519332;NCF;BIZET;Kenrick;M;1998-08-08;FR;35460;Montours;France;Non boursier;En Terminale;R887395139I;Lycée à classe postbac;Lycée Jean Guehenno;Fougères;35;France;Terminale;Terminale;S;Sciences de l'ingénieur;Informatique et Sciences du numérique;Anglais;Allemand;Bac en préparation;Scientifique;Sciences de l'ingénieur;Informatique et Sciences du numérique;;
2016-2017;331528;128;BLAISE;Sandford;M;1998-05-21;FR;56270;Ploemeur;France;Non boursier;En Terminale;Y677135452O;Lycée à classe postbac;Lycée Jean-Baptiste Colbert;Lorient;56;France;Terminale;Terminale;S;Sciences de l'ingénieur;Informatique et Sciences du numérique;Anglais;Espagnol;Bac en préparation;Scientifique;Sciences de l'ingénieur;Informatique et Sciences du numérique;;
2016-2017;186115;163;BLANCHET;Gyles;M;1998-12-14;FR;22400;Lamballe;France;Non boursier;En Terminale;G966587499Q;Lycée sans classe postbac;Lycée St Joseph;Lamballe;22;France;Terminale;Terminale;S;Sciences de la Vie et de la Terre;Informatique et Sciences du numérique;Anglais;Espagnol;Bac en préparation;Scientifique;Sciences de la Vie et de la Terre;Informatique et Sciences du numérique;;
2016-2017;845676;192;BLIN;Clinton;M;1991-07-28;FR;22100;Léhon;France;Non boursier;En Terminale;T113263831X;Lycée sans classe postbac;CFA CMA 35;Bruz;35;France;Terminale;Terminale;BTM;;;;;Bac français obtenu;Scientifique;Sciences de la Vie et de la Terre;Physique-chimie;Admis mention Assez Bien;06/2009   
2016-2017;163143;NC;BLOND;Josh;M;1997-02-08;FR;35780;La Richardais;France;Non boursier;En Terminale;C757110211Q;Lycée sans classe postbac;Lycée Les Rimains;Saint-Malo;35;France;Terminale;Terminale;STI2D;;Energies et environnement;Anglais;Espagnol;Bac en préparation;Sciences et Technologies de l'Industrie et du Développement Durable;;Energies et environnement;;
2016-2017;1192570;NC;BLOND;Oz;M;1995-06-08;FR;22740;Pleudaniel;France;Non boursier;Scolarisé dans le supérieur en France;Z261139313K;;Institut de Formation aux Professions de la Santé;La Roche Sur Yon;85;France;2nd année d'études supérieures;Formation en soins infirmiers;Secteur médical;;;;;Bac français obtenu;Sciences et technologies de la santé et du social;;;Admis sans mention;07/2013   
2016-2017;511951;NC;BLONDEAU;Jimmy;M;1998-07-22;FR;22200;Pabu;France;Boursier du secondaire;En Terminale;O197316618Y;Lycée à classe postbac;Lycée Auguste Pavie;Guingamp;22;France;Terminale;Terminale;S;Sciences de la Vie et de la Terre;Mathématiques;Anglais;Espagnol;Bac en préparation;Scientifique;Sciences de la Vie et de la Terre;Mathématiques;;
2016-2017;614847;259;BLONDEAU;Johnathon;M;1997-07-24;FR;22610;Pleubian;France;Non boursier;En Terminale;K837115503J;Lycée à classe postbac;Lycée Joseph Savina;Tréguier;22;France;Terminale;Terminale;S;Sciences de la Vie et de la Terre;Physique-chimie;Anglais;Italien;Bac en préparation;Scientifique;Sciences de la Vie et de la Terre;Physique-chimie;;
2016-2017;507122;209;BLOUIN;Deandre;M;1998-01-06;FR;35230;Noyal-Châtillon-sur-Seiche;France;Non boursier;En Terminale;M925321515T;Lycée à classe postbac;Lycée Bréquigny;Rennes;35;France;Terminale;Terminale;S;Sciences de la Vie et de la Terre;Informatique et Sciences du numérique;Anglais;Espagnol;Bac en préparation;Scientifique;Sciences de la Vie et de la Terre;Informatique et Sciences du numérique;;
2016-2017;1185216;NCF;BOCQUET;Steve;M;1997-06-11;FR;29850;Gouesnou;France;Boursier de l'enseignement supérieur;Scolarisé dans le supérieur en France;V248217630R;Lycée à classe postbac;Lycée La Pérouse - Kerichen;Brest;29;France;1ère année d'études supérieures;CPGE;Classe préparatoire scientifique;;MPSI;;;Bac français obtenu;Scientifique;Sciences de l'ingénieur;Informatique et Sciences du numérique;Admis mention Assez Bien;07/2015   
2016-2017;222275;NC;BODET;Nathan;M;1998-09-10;FR;29480;Le Relecq-Kerhuon;France;Boursier du secondaire;En Terminale;G200631518V;Lycée à classe postbac;Lycée Vauban;Brest;29;France;Terminale;Terminale;S;Sciences de l'ingénieur;Physique-chimie;Anglais;Espagnol;Bac en préparation;Scientifique;Sciences de l'ingénieur;Physique-chimie;;
2016-2017;318998;NCF;BODIN;Johnathan;M;1998-01-17;FR;35640;Martigné-Ferchaud;France;Non boursier;En Terminale;T247321451W;Lycée à classe postbac;Lycée Joliot-Curie;Rennes;35;France;Terminale;Terminale;STI2D;;Innovation Technologique et Eco conception;Anglais;;Bac en préparation;Sciences et Technologies de l'Industrie et du Développement Durable;;Innovation Technologique et Eco conception;;
2016-2017;582032;NC;BOEUF;Tiger;M;1998-10-21;FR;56250;Monterblanc;France;Non boursier;En Terminale;O722735355Q;Lycée à classe postbac;Lycée Alain René Lesage;Vannes;56;France;Terminale;Terminale;STI2D;;Système informatique et numérique;Anglais;;Bac en préparation;Sciences et Technologies de l'Industrie et du Développement Durable;;Système informatique et numérique;;
2016-2017;577326;NP;BOISSIERE;Benjy;M;1998-08-17;FR;22560;Pleumeur-Bodou;France;Non boursier;En Terminale;Y624979963D;Lycée à classe postbac;Lycée Saint Joseph - Bossuet;Lannion;22;France;Terminale;Terminale;S;Sciences de la Vie et de la Terre;Physique-chimie;Anglais;Espagnol;Bac en préparation;Scientifique;Sciences de la Vie et de la Terre;Physique-chimie;;
2016-2017;666122;7;BOISSIERE;Cedric;M;1998-02-22;FR;22300;Ploubezre;France;Non boursier;En Terminale;E659244271Q;Lycée à classe postbac;Lycée Felix Le Dantec;Lannion;22;France;Terminale;Terminale;S;Sciences de l'ingénieur;Informatique et Sciences du numérique;Anglais;Allemand;Bac en préparation;Scientifique;Sciences de l'ingénieur;Informatique et Sciences du numérique;;
