annee_inscription;etape;libel_etape;version_etape;num_etudiant;ine;nom;prenom;date_naissance;sexe;nationalite;code_postal;ville;cat_socio_etudiant;cat_socio_parent;bac;mention;annee_bac;departement_bac;etablissement_bac;lib_etab_bac;situ_annee_prec;bourse_superieur
2018-2019;T10602;DUT INFORMATIQUE 2 ANNEE;141;81300455334;O612246634X;JACQUEMIN;Hall;2000-02-14;M;FRANCAIS(E);56240;BERNE;Personne sans activite professionnelle;Ouvrier non qualifie;S;P;2017;29;0290076A;KERNEUZEC;C;Bourse enseignement supérieur définitive
2017-2018;T10601;DUT INFORMATIQUE 1 ANNEE;131;81300455334;O612246634X;JACQUEMIN;Hall;2000-02-14;M;FRANCAIS(E);56240;BERNE;Personne sans activite professionnelle;Ouvrier non qualifie;S;P;2017;29;0290076A;KERNEUZEC;A;Bourse enseignement supérieur définitive
2018-2019;T10602;DUT INFORMATIQUE 2 ANNEE;141;52790316834;E323850060S;DAVY;Dwight;1999-09-09;M;FRANCAIS(E);56870;LARMOR-BADEN;Elève/Etudiant;Commercant et assimile;S;AB;2017;56;0560051B;ALAIN RENE LESAGE;C;
2017-2018;T10601;DUT INFORMATIQUE 1 ANNEE;131;52790316834;E323850060S;DAVY;Dwight;1999-09-09;M;FRANCAIS(E);56870;LARMOR-BADEN;Personne sans activite professionnelle;Commercant et assimile;S;AB;2017;56;0560051B;ALAIN RENE LESAGE;A;
2018-2019;T10602;DUT INFORMATIQUE 2 ANNEE;141;35274888531;K383124417X;LANGEVIN;Bryce;1999-04-11;M;FRANCAIS(E);22400;LAMBALLE-ARMOR;Personne sans activite professionnelle;Ouvrier qualifie;S;AB;2017;22;0220196U;HENRI AVRIL;C;
2017-2018;T10601;DUT INFORMATIQUE 1 ANNEE;131;35274888531;K383124417X;LANGEVIN;Bryce;1999-04-11;M;FRANCAIS(E);22400;LAMBALLE-ARMOR;Personne sans activite professionnelle;Ouvrier qualifie;S;AB;2017;22;0220196U;HENRI AVRIL;A;
2018-2019;T10602;DUT INFORMATIQUE 2 ANNEE;141;33341816262;G613018696X;JAOUEN;Eldred;2000-01-23;M;FRANCAIS(E);29470;PLOUGASTEL-DAOULAS;Personne sans activite professionnelle;Employe administratif d'entreprise;S;AB;2017;29;0290336H;PRIVE CHARLES DE FOUCAULD;C;Bourse enseignement supérieur définitive
2017-2018;T10601;DUT INFORMATIQUE 1 ANNEE;131;33341816262;G613018696X;JAOUEN;Eldred;2000-01-23;M;FRANCAIS(E);29470;PLOUGASTEL-DAOULAS;Personne sans activite professionnelle;Employe administratif d'entreprise;S;AB;2017;29;0290336H;PRIVE CHARLES DE FOUCAULD;A;Bourse enseignement supérieur définitive
2018-2019;T10606;DUT INFORMATIQUE 2 ANNEE (apprentissage);171;30667634357;G231822748B;MASSE;Emerson;1999-04-13;M;FRANCAIS(E);29830;PLOUGUIN;Technicien;Employe administratif d'entreprise;S;AB;2017;29;0290335G;PRIVE LA CROIX ROUGE;C;
2017-2018;T10601;DUT INFORMATIQUE 1 ANNEE;131;30667634357;G231822748B;MASSE;Emerson;1999-04-13;M;FRANCAIS(E);29830;PLOUGUIN;Personne sans activite professionnelle;Ouvrier qualifie;S;AB;2017;29;0290335G;PRIVE LA CROIX ROUGE;A;
2018-2019;T10602;DUT INFORMATIQUE 2 ANNEE;141;58572482110;X693445085J;ROLLAND;Sly;1999-05-13;M;FRANCAIS(E);35520;MONTREUIL-LE-GAST;Personne sans activite professionnelle;Agriculteur exploitant;S;P;2017;35;0350029S;JOLIOT-CURIE;C;Bourse enseignement supérieur définitive
2017-2018;T10601;DUT INFORMATIQUE 1 ANNEE;131;58572482110;X693445085J;ROLLAND;Sly;1999-05-13;M;FRANCAIS(E);35520;MONTREUIL-LE-GAST;Personne sans activite professionnelle;Agriculteur exploitant;S;P;2017;35;0350029S;JOLIOT-CURIE;A;Bourse enseignement supérieur définitive
2018-2019;T10602;DUT INFORMATIQUE 2 ANNEE;141;44846262143;U423751934V;JAMES;Everard;1999-12-20;M;FRANCAIS(E);22400;LAMBALLE-ARMOR;Elève/Etudiant;Employe de commerce;S;AB;2017;22;0220196U;HENRI AVRIL;C;Bourse enseignement supérieur définitive
2017-2018;T10601;DUT INFORMATIQUE 1 ANNEE;131;44846262143;U423751934V;JAMES;Everard;1999-12-20;M;FRANCAIS(E);22400;LAMBALLE-ARMOR;Personne sans activite professionnelle;Employe de commerce;S;AB;2017;22;0220196U;HENRI AVRIL;A;Bourse enseignement supérieur définitive
2018-2019;T10606;DUT INFORMATIQUE 2 ANNEE (apprentissage);171;30946397853;M568113129S;MUNOZ;Melvin;1999-08-15;M;FRANCAIS(E);22120;POMMERET;Personne sans activite professionnelle;Commercant et assimile;S;B;2017;22;0220196U;HENRI AVRIL;C;
2017-2018;T10601;DUT INFORMATIQUE 1 ANNEE;131;30946397853;M568113129S;MUNOZ;Melvin;1999-08-15;M;FRANCAIS(E);22120;POMMERET;Personne sans activite professionnelle;Commercant et assimile;S;B;2017;22;0220196U;HENRI AVRIL;A;Bourse enseignement supérieur définitive
2018-2019;T10602;DUT INFORMATIQUE 2 ANNEE;141;57491352221;P636491269E;PIGEON;Lancelot;1999-05-05;M;FRANCAIS(E);29233;CLEDER;Personne sans activite professionnelle;Agriculteur exploitant;S;B;2017;29;0290177K;ND DU KREISKER ST J.BAPTISTE;C;
2017-2018;T10601;DUT INFORMATIQUE 1 ANNEE;131;57491352221;P636491269E;PIGEON;Lancelot;1999-05-05;M;FRANCAIS(E);29233;CLEDER;Personne sans activite professionnelle;Agriculteur exploitant;S;B;2017;29;0290177K;ND DU KREISKER ST J.BAPTISTE;A;Bourse enseignement supérieur définitive
2018-2019;T10602;DUT INFORMATIQUE 2 ANNEE;141;46878312335;T514357229X;JEGOU;Gerard;1999-06-28;M;FRANCAIS(E);29170;PLEUVEN;Personne sans activite professionnelle;Artisan;S;P;2017;29;0290171D;PRIVE STE THERESE;C;Bourse enseignement supérieur définitive
2017-2018;T10601;DUT INFORMATIQUE 1 ANNEE;131;46878312335;T514357229X;JEGOU;Gerard;1999-06-28;M;FRANCAIS(E);29170;PLEUVEN;Personne sans activite professionnelle;Ouvrier qualifie;S;P;2017;29;0290171D;PRIVE STE THERESE;A;Bourse enseignement supérieur définitive
2018-2019;T10602;DUT INFORMATIQUE 2 ANNEE;141;88364273434;C589736535Z;JOURDAN;Hilaire;1999-03-09;M;FRANCAIS(E);35450;LANDAVRAN;Personne sans activite professionnelle;Employe administratif d'entreprise;S;AB;2017;35;0350053T;BERTRAND D ARGENTRE;C;Bourse enseignement supérieur définitive
2017-2018;T10601;DUT INFORMATIQUE 1 ANNEE;131;88364273434;C589736535Z;JOURDAN;Hilaire;1999-03-09;M;FRANCAIS(E);35450;LANDAVRAN;Personne sans activite professionnelle;Employe administratif d'entreprise;S;AB;2017;35;0350053T;BERTRAND D ARGENTRE;A;Bourse enseignement supérieur définitive
2018-2019;T10602;DUT INFORMATIQUE 2 ANNEE;141;75878118518;C534855173Q;THOMASSIN;Greg;1999-08-20;M;FRANCAIS(E);22950;TREGUEUX;Personne sans activite professionnelle;Commercant et assimile;S;AB;2017;22;0220111B;PRIVE ST PIERRE;C;Bourse enseignement supérieur définitive
2017-2018;T10601;DUT INFORMATIQUE 1 ANNEE;131;75878118518;C534855173Q;THOMASSIN;Greg;1999-08-20;M;FRANCAIS(E);22950;TREGUEUX;Personne sans activite professionnelle;Commercant et assimile;S;AB;2017;22;0220111B;PRIVE ST PIERRE;A;
2018-2019;T10602;DUT INFORMATIQUE 2 ANNEE;141;88115371078;A233231970D;BRET;Monna;1999-07-25;F;FRANCAIS(E);22000;SAINT-BRIEUC;Elève/Etudiant;Cadre de la fonction publique;S;B;2017;22;0220111B;PRIVE ST PIERRE;C;
2017-2018;T10601;DUT INFORMATIQUE 1 ANNEE;131;88115371078;A233231970D;BRET;Monna;1999-07-25;F;FRANCAIS(E);22000;SAINT-BRIEUC;Personne sans activite professionnelle;Cadre de la fonction publique;S;B;2017;22;0220111B;PRIVE ST PIERRE;A;
2018-2019;T10606;DUT INFORMATIQUE 2 ANNEE (apprentissage);171;63533881383;D365042382E;LAGOUTTE;Corinne;1999-01-16;F;FRANCAIS(E);29840;LANDUNVEZ;Technicien;Cadre administratif et commercial d'entr;S;TB;2017;29;0290336H;PRIVE CHARLES DE FOUCAULD;C;
2017-2018;T10601;DUT INFORMATIQUE 1 ANNEE;131;63533881383;D365042382E;LAGOUTTE;Corinne;1999-01-16;F;FRANCAIS(E);29840;LANDUNVEZ;Personne sans activite professionnelle;Cadre administratif et commercial d'entr;S;TB;2017;29;0290336H;PRIVE CHARLES DE FOUCAULD;A;
2018-2019;T10602;DUT INFORMATIQUE 2 ANNEE;141;74333420861;X425696161H;SCHAEFFER;Joshua;2000-08-12;M;FRANCAIS(E);35870;LE MINIHIC-SUR-RANCE;Personne sans activite professionnelle;Cadre administratif et commercial d'entr;S;AB;2017;35;0352072M;PRIVE LA PROVIDENCE ST MALO;C;
2017-2018;T10601;DUT INFORMATIQUE 1 ANNEE;131;74333420861;X425696161H;SCHAEFFER;Joshua;2000-08-12;M;FRANCAIS(E);35870;LE MINIHIC-SUR-RANCE;Personne sans activite professionnelle;Cadre administratif et commercial d'entr;S;AB;2017;35;0352072M;PRIVE LA PROVIDENCE ST MALO;A;
2019-2020;T10602;DUT INFORMATIQUE 2 ANNEE;141;27259283259;Y577755634D;AUGIER;Zephyrine;1999-06-07;F;FRANCAIS(E);35750;IFFENDIC;Personne sans activite professionnelle;Employe administratif d'entreprise;S;P;2017;35;0352235P;RENE CASSIN;C;Bourse enseignement supérieur définitive
2018-2019;T10601;DUT INFORMATIQUE 1 ANNEE;131;27259283259;Y577755634D;AUGIER;Zephyrine;1999-06-07;F;FRANCAIS(E);35750;IFFENDIC;Personne sans activite professionnelle;Employe administratif d'entreprise;S;P;2017;35;0352235P;RENE CASSIN;C;Bourse enseignement supérieur définitive
2017-2018;T10601;DUT INFORMATIQUE 1 ANNEE;131;27259283259;Y577755634D;AUGIER;Zephyrine;1999-06-07;F;FRANCAIS(E);35750;IFFENDIC;Personne sans activite professionnelle;Employe administratif d'entreprise;S;P;2017;35;0352235P;RENE CASSIN;A;Bourse enseignement supérieur définitive
2019-2020;T10602;DUT INFORMATIQUE 2 ANNEE;141;73784114712;S151844683C;VALLON;Ludovic;1999-12-27;M;FRANCAIS(E);29490;GUIPAVAS;Personne sans activite professionnelle;Profession interm adm et commerc. entrep;S;P;2017;29;0290335G;PRIVE LA CROIX ROUGE;C;Bourse enseignement supérieur définitive
2018-2019;T10601;DUT INFORMATIQUE 1 ANNEE;131;73784114712;S151844683C;VALLON;Ludovic;1999-12-27;M;FRANCAIS(E);29490;GUIPAVAS;Personne sans activite professionnelle;Profession interm adm et commerc. entrep;S;P;2017;29;0290335G;PRIVE LA CROIX ROUGE;C;Bourse enseignement supérieur définitive
2017-2018;T10601;DUT INFORMATIQUE 1 ANNEE;131;73784114712;S151844683C;VALLON;Ludovic;1999-12-27;M;FRANCAIS(E);29490;GUIPAVAS;Personne sans activite professionnelle;Profession interm adm et commerc. entrep;S;P;2017;29;0290335G;PRIVE LA CROIX ROUGE;A;Bourse enseignement supérieur définitive
2018-2019;T10602;DUT INFORMATIQUE 2 ANNEE;141;64871311027;J835977535H;BORDE;Eldreda;1999-09-23;F;FRANCAIS(E);29800;LA ROCHE-MAURICE;Personne sans activite professionnelle;Profession interm adm de la fonction pub;S;B;2017;29;0290159R;PRIVE ST SEBASTIEN;C;
2017-2018;T10601;DUT INFORMATIQUE 1 ANNEE;131;64871311027;J835977535H;BORDE;Eldreda;1999-09-23;F;FRANCAIS(E);29800;LA ROCHE-MAURICE;Personne sans activite professionnelle;Profession interm adm de la fonction pub;S;B;2017;29;0290159R;PRIVE ST SEBASTIEN;A;
2019-2020;T10602;DUT INFORMATIQUE 2 ANNEE;141;87854625845;V494324348M;VITRY;Adolphe;1999-04-05;M;FRANCAIS(E);29800;LANDERNEAU;Elève/Etudiant;Profession interm adm de la fonction pub;S;TB;2017;29;;;C;Bourse enseignement supérieur définitive
2018-2019;T10601;DUT INFORMATIQUE 1 ANNEE;131;87854625845;V494324348M;VITRY;Adolphe;1999-04-05;M;FRANCAIS(E);29800;LANDERNEAU;Personne sans activite professionnelle;Non renseigne (inconnu);S;TB;2017;29;;;D;Bourse enseignement supérieur définitive
2018-2019;T10602;DUT INFORMATIQUE 2 ANNEE;141;63784043998;R337730872T;AYMARD;Marguerite;1999-09-21;F;FRANCAIS(E);56140;MALESTROIT;Personne sans activite professionnelle;Professeur, profession scientifique;S;B;2017;56;0560105K;PRIVE LA MENNAIS;C;Bourse enseignement supérieur définitive
2017-2018;T10601;DUT INFORMATIQUE 1 ANNEE;131;63784043998;R337730872T;AYMARD;Marguerite;1999-09-21;F;FRANCAIS(E);56140;MALESTROIT;Personne sans activite professionnelle;Professeur, profession scientifique;S;B;2017;56;0560105K;PRIVE LA MENNAIS;A;Bourse enseignement supérieur définitive
2018-2019;T10606;DUT INFORMATIQUE 2 ANNEE (apprentissage);171;57424434124;B383256544S;POMMIER;Cyrus;1999-09-16;M;FRANCAIS(E);35890;BOURG-DES-COMPTES;Technicien;Employe administratif d'entreprise;S;AB;2017;35;0350793X;PRIVE ST ETIENNE;C;
2017-2018;T10601;DUT INFORMATIQUE 1 ANNEE;131;57424434124;B383256544S;POMMIER;Cyrus;1999-09-16;M;FRANCAIS(E);35890;BOURG-DES-COMPTES;Personne sans activite professionnelle;Employe administratif d'entreprise;S;AB;2017;35;0350793X;PRIVE ST ETIENNE;A;
2018-2019;T10602;DUT INFORMATIQUE 2 ANNEE;141;57650110124;K646233648C;BRICE;Waylon;1999-01-09;M;FRANCAIS(E);35800;SAINT-BRIAC-SUR-MER;Personne sans activite professionnelle;Ouvrier qualifie;S;AB;2017;35;0350042F;MAUPERTUIS;C;Bourse enseignement supérieur définitive
2017-2018;T10601;DUT INFORMATIQUE 1 ANNEE;131;57650110124;K646233648C;BRICE;Waylon;1999-01-09;M;FRANCAIS(E);35800;SAINT-BRIAC-SUR-MER;Personne sans activite professionnelle;Ouvrier qualifie;S;AB;2017;35;0350042F;MAUPERTUIS;A;Bourse enseignement supérieur définitive
2017-2018;T10602;DUT INFORMATIQUE 2 ANNEE;141;62189421359;B373146523V;BUREL;Fred;1997-02-08;M;FRANCAIS(E);85540;SAINT-AVAUGOURD-DES-LANDES;Personne sans activite professionnelle;Ouvrier qualifie;TI2D;AB;2016;85;0851401L;J.DE LATTRE DE TASSIGNY;C;Bourse enseignement supérieur définitive
2016-2017;T10601;DUT INFORMATIQUE 1 ANNEE;131;62189421359;B373146523V;BUREL;Fred;1997-02-08;M;FRANCAIS(E);85540;SAINT-AVAUGOURD-DES-LANDES;Personne sans activite professionnelle;Ouvrier qualifie;TI2D;AB;2016;85;0851401L;J.DE LATTRE DE TASSIGNY;A;Bourse enseignement supérieur définitive
2017-2018;T10606;DUT INFORMATIQUE 2 ANNEE (apprentissage);171;41697287477;C670887728V;RONDEAU;Merv;1998-07-05;M;FRANCAIS(E);49460;MONTREUIL-JUIGNE;Technicien;Technicien;S;AB;2016;49;0492123S;JEAN MOULIN;C;
2016-2017;T10601;DUT INFORMATIQUE 1 ANNEE;131;41697287477;C670887728V;RONDEAU;Merv;1998-07-05;M;FRANCAIS(E);49460;MONTREUIL-JUIGNE;Personne sans activite professionnelle;Technicien;S;AB;2016;49;0492123S;JEAN MOULIN;A;Bourse enseignement supérieur définitive
2018-2019;T10602;DUT INFORMATIQUE 2 ANNEE;141;45562953277;V034582665H;CHANUT;Lance;1998-04-23;M;FRANCAIS(E);49000;ANGERS;Personne sans activite professionnelle;Retraité  cadre-profession intermediaire;S;P;2016;49;0491966W;HENRI BERGSON;C;
2017-2018;T10601;DUT INFORMATIQUE 1 ANNEE;131;45562953277;V034582665H;CHANUT;Lance;1998-04-23;M;FRANCAIS(E);49000;ANGERS;Personne sans activite professionnelle;Retraité  cadre-profession intermediaire;S;P;2016;49;0491966W;HENRI BERGSON;C;
2016-2017;T10601;DUT INFORMATIQUE 1 ANNEE;131;45562953277;V034582665H;CHANUT;Lance;1998-04-23;M;FRANCAIS(E);49000;ANGERS;Personne sans activite professionnelle;Ingenieur cadre technique d'entreprise;S;P;2016;49;0491966W;HENRI BERGSON;A;
2019-2020;T10602;DUT INFORMATIQUE 2 ANNEE;141;42659181448;Y846114269Q;RAMOS;Cal;1999-03-27;M;FRANCAIS(E);72300;AUVERS-LE-HAMON;Personne sans activite professionnelle;Profession interm adm de la fonction pub;S;P;2017;72;0720048L;COLBERT DE TORCY;C;Bourse enseignement supérieur définitive
2018-2019;T10601;DUT INFORMATIQUE 1 ANNEE;131;42659181448;Y846114269Q;RAMOS;Cal;1999-03-27;M;FRANCAIS(E);72300;AUVERS-LE-HAMON;Personne sans activite professionnelle;Profession interm adm de la fonction pub;S;P;2017;72;0720048L;COLBERT DE TORCY;C;
2017-2018;T10601;DUT INFORMATIQUE 1 ANNEE;131;42659181448;Y846114269Q;RAMOS;Cal;1999-03-27;M;FRANCAIS(E);72300;AUVERS-LE-HAMON;Personne sans activite professionnelle;Profession interm adm de la fonction pub;S;P;2017;72;0720048L;COLBERT DE TORCY;A;Bourse enseignement supérieur définitive
2018-2019;T10602;DUT INFORMATIQUE 2 ANNEE;141;64241436464;C340582135S;BOUILLON;Léonard;1999-05-02;M;FRANCAIS(E);56190;MUZILLAC;Personne sans activite professionnelle;Commercant et assimile;S;AB;2017;56;0561641E;MARCELIN BERTHELOT;C;Bourse enseignement supérieur définitive
2017-2018;T10601;DUT INFORMATIQUE 1 ANNEE;131;64241436464;C340582135S;BOUILLON;Léonard;1999-05-02;M;FRANCAIS(E);56190;MUZILLAC;Personne sans activite professionnelle;Commercant et assimile;S;AB;2017;56;0561641E;MARCELIN BERTHELOT;A;Bourse enseignement supérieur définitive
2018-2019;T10606;DUT INFORMATIQUE 2 ANNEE (apprentissage);171;70760472825;N975865419R;GUIOT;Ninon;1999-01-27;F;FRANCAIS(E);85170;LE POIRE-SUR-VIE;Technicien;Ouvrier qualifie;S;AB;2017;85;0851642Y;LYCEE ST FRANCOI D'ASSISES LA ROCHE /YON;C;
2017-2018;T10601;DUT INFORMATIQUE 1 ANNEE;131;70760472825;N975865419R;GUIOT;Ninon;1999-01-27;F;FRANCAIS(E);85170;LE POIRE-SUR-VIE;Personne sans activite professionnelle;Ouvrier qualifie;S;AB;2017;85;0851642Y;LYCEE ST FRANCOI D'ASSISES LA ROCHE /YON;A;Bourse enseignement supérieur définitive
2018-2019;T10602;DUT INFORMATIQUE 2 ANNEE;141;21667811665;W349138443X;COCHARD;Nicolas;1999-07-13;M;FRANCAIS(E);22590;PORDIC;Personne sans activite professionnelle;Profession interm sante et  trav. social;S;B;2017;22;0220110A;PRIVE ST CHARLES;C;Bourse enseignement supérieur définitive
2017-2018;T10601;DUT INFORMATIQUE 1 ANNEE;131;21667811665;W349138443X;COCHARD;Nicolas;1999-07-13;M;FRANCAIS(E);22590;PORDIC;Personne sans activite professionnelle;Profession interm sante et  trav. social;S;B;2017;22;0220110A;PRIVE ST CHARLES;A;
2019-2020;T10602;DUT INFORMATIQUE 2 ANNEE;141;51581472352;D384802463L;PHILIPPE;Reginald;1996-09-02;M;FRANCAIS(E);22470;PLOUEZEC;Personne sans activite professionnelle;Artisan;S;P;2014;92;0920135X;EMMANUEL MOUNIER;C;
2018-2019;T10601;DUT INFORMATIQUE 1 ANNEE;131;51581472352;D384802463L;PHILIPPE;Reginald;1996-09-02;M;FRANCAIS(E);22470;PLOUEZEC;Personne sans activite professionnelle;Cadre administratif et commercial d'entr;S;P;2014;92;0920135X;EMMANUEL MOUNIER;C;
2017-2018;T10601;DUT INFORMATIQUE 1 ANNEE;131;51581472352;D384802463L;PHILIPPE;Reginald;1996-09-02;M;FRANCAIS(E);22470;PLOUEZEC;Personne sans activite professionnelle;Cadre administratif et commercial d'entr;S;P;2014;92;0920135X;EMMANUEL MOUNIER;C;
2018-2019;T10602;DUT INFORMATIQUE 2 ANNEE;141;87248877814;L129559213I;BONIN;Xerxes;1999-11-16;M;FRANCAIS(E);35730;PLEURTUIT;Elève/Etudiant;Chef entreprise 10 salaries ou plus;TI2D;AB;2017;35;0350042F;MAUPERTUIS;C;Bourse enseignement supérieur définitive
2017-2018;T10601;DUT INFORMATIQUE 1 ANNEE;131;87248877814;L129559213I;BONIN;Xerxes;1999-11-16;M;FRANCAIS(E);35730;PLEURTUIT;Personne sans activite professionnelle;Ouvrier qualifie;TI2D;AB;2017;35;0350042F;MAUPERTUIS;A;Bourse enseignement supérieur définitive
2018-2019;T10602;DUT INFORMATIQUE 2 ANNEE;141;71427922767;E556121677J;AUFFRET;Herb;1999-12-28;M;FRANCAIS(E);35350;SAINT-COULOMB;Elève/Etudiant;Profession interm sante et  trav. social;TI2D;B;2017;35;0350042F;MAUPERTUIS;C;Bourse enseignement supérieur définitive
2017-2018;T10601;DUT INFORMATIQUE 1 ANNEE;131;71427922767;E556121677J;AUFFRET;Herb;1999-12-28;M;FRANCAIS(E);35350;SAINT-COULOMB;Personne sans activite professionnelle;Profession interm sante et  trav. social;TI2D;B;2017;35;0350042F;MAUPERTUIS;A;Bourse enseignement supérieur définitive
2018-2019;T10602;DUT INFORMATIQUE 2 ANNEE;141;34483555293;L264855281Q;BRAUD;Cordell;1999-06-04;M;FRANCAIS(E);22440;PLOUFRAGAN;Elève/Etudiant;Ouvrier non qualifie;TI2D;B;2017;28;0280015P;EMILE ZOLA;C;Bourse enseignement supérieur définitive
2017-2018;T10601;DUT INFORMATIQUE 1 ANNEE;131;34483555293;L264855281Q;BRAUD;Cordell;1999-06-04;M;FRANCAIS(E);22440;PLOUFRAGAN;Personne sans activite professionnelle;Ouvrier non qualifie;TI2D;B;2017;28;0280015P;EMILE ZOLA;A;Bourse enseignement supérieur définitive
2019-2020;T10607;DUT INFORMATIQUE 2 ANNEE (alternance);191;66344642983;J337113725R;BARTH;Celestine;1999-12-13;M;FRANCAIS(E);6650 ;LE ROURET;Elève/Etudiant;Ingenieur cadre technique d'entreprise;TI2D;B;2017;6;0060014H;JULES FERRY;C;
2018-2019;T10601;DUT INFORMATIQUE 1 ANNEE;131;66344642983;J337113725R;BARTH;Celestine;1999-12-13;M;FRANCAIS(E);6650 ;LE ROURET;Elève/Etudiant;Ingenieur cadre technique d'entreprise;TI2D;B;2017;6;0060014H;JULES FERRY;C;
2017-2018;T10601;DUT INFORMATIQUE 1 ANNEE;131;66344642983;J337113725R;BARTH;Celestine;1999-12-13;M;FRANCAIS(E);6650 ;LE ROURET;Personne sans activite professionnelle;Ingenieur cadre technique d'entreprise;TI2D;B;2017;6;0060014H;JULES FERRY;A;
2017-2018;T10606;DUT INFORMATIQUE 2 ANNEE (apprentissage);171;38477849511;W181686035P;LECUYER;Wilson;1998-09-12;M;FRANCAIS(E);35133;LECOUSSE;Technicien;Cadre de la fonction publique;S;B;2016;02B;7200009X;GIOCANTE DE CASABIANCA;C;
2016-2017;T10601;DUT INFORMATIQUE 1 ANNEE;131;38477849511;W181686035P;LECUYER;Wilson;1998-09-12;M;FRANCAIS(E);35133;LECOUSSE;Personne sans activite professionnelle;Cadre de la fonction publique;S;B;2016;02B;7200009X;GIOCANTE DE CASABIANCA;A;
2019-2020;T10607;DUT INFORMATIQUE 2 ANNEE (alternance);191;56861978936;H346113034K;GRANGER;Elwyn;2000-03-24;M;FRANCAIS(E);35760;SAINT-GREGOIRE;Personne sans activite professionnelle;Non renseigne (inconnu);S;AB;2018;35;0350801F;PRIVE JEAN PAUL II;C;
2018-2019;T10601;DUT INFORMATIQUE 1 ANNEE;131;56861978936;H346113034K;GRANGER;Elwyn;2000-03-24;M;FRANCAIS(E);35760;SAINT-GREGOIRE;Elève/Etudiant;Profession interm sante et  trav. social;S;AB;2018;35;0350801F;PRIVE JEAN PAUL II;A;
2017-2018;T10602;DUT INFORMATIQUE 2 ANNEE;141;36782531426;B607481441M;LESCURE;York;1995-02-17;M;FRANCAIS(E);66000;PERPIGNAN;Personne sans activite professionnelle;Professeur, profession scientifique;S;B;2012;66;0660011D;JEAN LURCAT;C;Bourse enseignement supérieur définitive
2016-2017;T10601;DUT INFORMATIQUE 1 ANNEE;131;36782531426;B607481441M;LESCURE;York;1995-02-17;M;FRANCAIS(E);66000;PERPIGNAN;Personne sans activite professionnelle;Profession interm adm de la fonction pub;S;B;2012;66;0660011D;JEAN LURCAT;H;Bourse enseignement supérieur définitive
2017-2018;T10606;DUT INFORMATIQUE 2 ANNEE (apprentissage);171;47313758461;E329664914W;DESLANDES;Faron;1994-02-01;M;FRANCAIS(E);35190;TREVERIEN;Technicien;Retraité  cadre-profession intermediaire;S;AB;2012;35;;;C;
2016-2017;T10601;DUT INFORMATIQUE 1 ANNEE;131;47313758461;E329664914W;DESLANDES;Faron;1994-02-01;M;FRANCAIS(E);35190;TREVERIEN;Personne sans activite professionnelle;Retraité  cadre-profession intermediaire;S;AB;2012;35;;;E;Bourse enseignement supérieur définitive
2018-2019;T10602;DUT INFORMATIQUE 2 ANNEE;141;59633335593;Q295518556R;LOYER;Norris;1996-10-25;M;FRANCAIS(E);29440;SAINT-DERRIEN;Personne sans activite professionnelle;Ouvrier non qualifie;S;P;2015;29;0292047T;DU LEON;C;
2017-2018;T10602;DUT INFORMATIQUE 2 ANNEE;141;59633335593;Q295518556R;LOYER;Norris;1996-10-25;M;FRANCAIS(E);29440;SAINT-DERRIEN;Personne sans activite professionnelle;Ouvrier non qualifie;S;P;2015;29;0292047T;DU LEON;C;Bourse enseignement supérieur définitive
2016-2017;T10601;DUT INFORMATIQUE 1 ANNEE;131;59633335593;Q295518556R;LOYER;Norris;1996-10-25;M;FRANCAIS(E);29440;SAINT-DERRIEN;Personne sans activite professionnelle;Ouvrier non qualifie;S;P;2015;29;0292047T;DU LEON;C;Bourse enseignement supérieur définitive
2017-2018;T10602;DUT INFORMATIQUE 2 ANNEE;141;86543667537;M189354008O;CLAVIER;Mireille;1996-03-20;F;FRANCAIS(E);29370;ELLIANT;Personne sans activite professionnelle;Cadre administratif et commercial d'entr;S;P;2015;29;0290030A;PIERRE GUEGUIN;C;Bourse enseignement supérieur définitive
2016-2017;T10601;DUT INFORMATIQUE 1 ANNEE;131;86543667537;M189354008O;CLAVIER;Mireille;1996-03-20;F;FRANCAIS(E);29370;ELLIANT;Personne sans activite professionnelle;Profession interm adm et commerc. entrep;S;P;2015;29;0290030A;PIERRE GUEGUIN;C;Bourse enseignement supérieur définitive
2017-2018;T10602;DUT INFORMATIQUE 2 ANNEE;141;46657388683;T378759576F;BONIFACE;Kenelm;1996-02-26;M;FRANCAIS(E);29420;PLOUVORN;Personne sans activite professionnelle;Cadre administratif et commercial d'entr;S;AB;2015;29;0290198H;PRIVE SAINT ESPRIT;C;
2016-2017;T10601;DUT INFORMATIQUE 1 ANNEE;131;46657388683;T378759576F;BONIFACE;Kenelm;1996-02-26;M;FRANCAIS(E);29420;PLOUVORN;Personne sans activite professionnelle;Cadre administratif et commercial d'entr;S;AB;2015;29;0290198H;PRIVE SAINT ESPRIT;E;
2017-2018;T10602;DUT INFORMATIQUE 2 ANNEE;141;28715928655;Z655633128T;FORT;Arden;1997-10-09;M;FRANCAIS(E);56870;BADEN;Personne sans activite professionnelle;Profession interm adm et commerc. entrep;S;P;2015;56;0560117Y;LYCEE PRIVE SAINT PAUL VANNES;C;
2016-2017;T10601;DUT INFORMATIQUE 1 ANNEE;131;28715928655;Z655633128T;FORT;Arden;1997-10-09;M;FRANCAIS(E);56870;BADEN;Personne sans activite professionnelle;Profession interm adm et commerc. entrep;S;P;2015;56;0560117Y;LYCEE PRIVE SAINT PAUL VANNES;C;
